Sample	proteinfold-avg_pLDDT
LOKIASV2_2295_ESMFold_ABC_transporter_ATP-binding_protein.pdb	91.05
LOKIASV2_2296_ESMFold_hypothetical_protein.pdb	57.63
LOKIASV2_2297_ESMFold_hypothetical_protein.pdb	89.91
LOKIASV2_2298_ESMFold_hypothetical_protein.pdb	79.87
LOKIASV2_2299_ESMFold_hypothetical_protein.pdb	82.14
LOKIASV2_2300_ESMFold_hypothetical_protein.pdb	83.95
LOKIASV2_2301_ESMFold_hypothetical_protein.pdb	87.95
LOKIASV2_2302_ESMFold_hypothetical_protein.pdb	73.31
LOKIASV2_2303_ESMFold_VOC_family_protein.pdb	84.2
LOKIASV2_2304_ESMFold_hypothetical_protein.pdb	48.96
LOKIASV2_2305_ESMFold_hypothetical_protein.pdb	51.42
LOKIASV2_2306_ESMFold_hypothetical_protein.pdb	66.37
LOKIASV2_2307_ESMFold_hypothetical_protein.pdb	84.87
LOKIASV2_2308_ESMFold_hypothetical_protein.pdb	82.69
LOKIASV2_2309_ESMFold_hypothetical_protein.pdb	66.06
LOKIASV2_2310_ESMFold_hypothetical_protein.pdb	54.52
LOKIASV2_2311_ESMFold_hypothetical_protein.pdb	83.85
LOKIASV2_2312_ESMFold_MEDS_domain-containing_protein.pdb	92.36
LOKIASV2_2313_ESMFold_hypothetical_protein.pdb	77.16
LOKIASV2_2314_ESMFold_hypothetical_protein.pdb	55.87
LOKIASV2_2315_AF2_hypothetical_protein.pdb	67.53
LOKIASV2_2316_ESMFold_hypothetical_protein.pdb	43.14
LOKIASV2_2317_ESMFold_hypothetical_protein.pdb	35.04
LOKIASV2_2318_AF2_hypothetical_protein.pdb	59.21
LOKIASV2_2319_ESMFold_hypothetical_protein.pdb	65.1
LOKIASV2_2320_ESMFold_hypothetical_protein.pdb	83.83
LOKIASV2_2321_ESMFold_DNA_repair_and_recombination_protein_RadA.pdb	89.14
LOKIASV2_2322_ESMFold_hypothetical_protein.pdb	76.32
LOKIASV2_2323_ESMFold_hypothetical_protein.pdb	82.87
LOKIASV2_2324_ESMFold_hypothetical_protein.pdb	83.66
LOKIASV2_2325_ESMFold_hypothetical_protein.pdb	64.1
LOKIASV2_2326_ESMFold_hypothetical_protein.pdb	46.12
LOKIASV2_2327_ESMFold_hypothetical_protein.pdb	79.18
LOKIASV2_2328_ESMFold_hypothetical_protein.pdb	82.57
LOKIASV2_2329_ESMFold_anaerobic_sulfatase_maturase.pdb	90.06
LOKIASV2_2330_ESMFold_hypothetical_protein.pdb	86.89
LOKIASV2_2331_ESMFold_GNAT_family_protein.pdb	84.84
LOKIASV2_2332_ESMFold_peptidylprolyl_isomerase.pdb	85.42
LOKIASV2_2333_ESMFold_hypothetical_protein.pdb	50.15
LOKIASV2_2334_ESMFold_serine_hydrolase.pdb	85.13
LOKIASV2_2335_ESMFold_hypothetical_protein.pdb	78.13
LOKIASV2_2336_ESMFold_hypothetical_protein.pdb	68.29
LOKIASV2_2337_ESMFold_ABC_transporter_permease_subunit.pdb	94.96
LOKIASV2_2338_ESMFold_ABC_transporter_permease.pdb	91.54
LOKIASV2_2339_ESMFold_hypothetical_protein.pdb	75.64
LOKIASV2_2340_ESMFold_hypothetical_protein.pdb	84.36
LOKIASV2_2341_ESMFold_hypothetical_protein.pdb	76.79
LOKIASV2_2342_ESMFold_hypothetical_protein.pdb	89.56
LOKIASV2_2343_ESMFold_ornithine_racemase_Orr.pdb	93.0
LOKIASV2_2344_ESMFold_serine_hydrolase.pdb	84.51
LOKIASV2_2345_ESMFold_dipeptide_epimerase.pdb	93.64
LOKIASV2_2346_ESMFold_hypothetical_protein.pdb	47.14
LOKIASV2_2347_ESMFold_hypothetical_protein.pdb	69.91
LOKIASV2_2348_ESMFold_hypothetical_protein.pdb	87.25
LOKIASV2_2349_ESMFold_hypothetical_protein.pdb	66.47
LOKIASV2_2350_ESMFold_ABC_transporter_permease.pdb	86.81
LOKIASV2_2351_ESMFold_ABC_transporter_ATP-binding_protein.pdb	92.91
LOKIASV2_2352_ESMFold_hypothetical_protein.pdb	89.44
LOKIASV2_2353_ESMFold_hypothetical_protein.pdb	86.41
LOKIASV2_2354_ESMFold_hypothetical_protein.pdb	76.27
LOKIASV2_2355_ESMFold_bacillithiol_biosynthesis_deacetylase_BshB1.pdb	90.85
LOKIASV2_2356_ESMFold_hypothetical_protein.pdb	83.59
LOKIASV2_2357_ESMFold_rhodanese-like_domain-containing_protein.pdb	81.76
LOKIASV2_2358_ESMFold_DNA-3-methyladenine_glycosylase_I.pdb	90.27
LOKIASV2_2359_ESMFold_hypothetical_protein.pdb	83.2
LOKIASV2_2360_ESMFold_hypothetical_protein.pdb	67.17
LOKIASV2_2361_ESMFold_cupin_domain-containing_protein.pdb	88.15
LOKIASV2_2362_ESMFold_hypothetical_protein.pdb	88.24
LOKIASV2_2363_ESMFold_hypothetical_protein.pdb	73.2
LOKIASV2_2364_ESMFold_hypothetical_protein.pdb	74.72
LOKIASV2_2365_ESMFold_hypothetical_protein.pdb	37.73
LOKIASV2_2366_ESMFold_hypothetical_protein.pdb	76.38
LOKIASV2_2367_ESMFold_hypothetical_protein.pdb	83.87
LOKIASV2_2368_ESMFold_site-specific_DNA-methyltransferase.pdb	84.26
LOKIASV2_2369_ESMFold_MFS_transporter.pdb	88.61
LOKIASV2_2370_ESMFold_GNAT_family_N-acetyltransferase.pdb	77.68
LOKIASV2_2371_ESMFold_hypothetical_protein.pdb	81.16
LOKIASV2_2372_ESMFold_hypothetical_protein.pdb	75.96
LOKIASV2_2373_ESMFold_hypothetical_protein.pdb	88.86
LOKIASV2_2374_ESMFold_hypothetical_protein.pdb	40.96
LOKIASV2_2375_ESMFold_hypothetical_protein.pdb	88.45
LOKIASV2_2376_ESMFold_hypothetical_protein.pdb	86.77
LOKIASV2_2377_ESMFold_L-serine_ammonia-lyase-_iron-sulfur-dependent-_subunit_alpha.pdb	90.69
LOKIASV2_2378_ESMFold_L-serine_ammonia-lyase-_iron-sulfur-dependent_subunit_beta.pdb	91.66
LOKIASV2_2379_ESMFold_hypothetical_protein.pdb	56.61
LOKIASV2_2380_ESMFold_hypothetical_protein.pdb	78.92
LOKIASV2_2381_ESMFold_hypothetical_protein.pdb	82.74
LOKIASV2_2382_ESMFold_hypothetical_protein.pdb	84.39
LOKIASV2_2383_ESMFold_hypothetical_protein.pdb	50.54
LOKIASV2_2384_ESMFold_hypothetical_protein.pdb	53.18
LOKIASV2_2385_ESMFold_hypothetical_protein.pdb	86.63
LOKIASV2_2386_ESMFold_magnesium-cobalt_transporter_CorA.pdb	93.83
LOKIASV2_2387_ESMFold_hypothetical_protein.pdb	67.28
LOKIASV2_2388_ESMFold_hypothetical_protein.pdb	81.03
LOKIASV2_2389_ESMFold_hypothetical_protein.pdb	84.07
LOKIASV2_2390_ESMFold_hypothetical_protein.pdb	86.16
LOKIASV2_2391_ESMFold_hypothetical_protein.pdb	67.96
LOKIASV2_2392_ESMFold_hypothetical_protein.pdb	55.61
LOKIASV2_2393_ESMFold_hypothetical_protein.pdb	80.82
LOKIASV2_2394_ESMFold_hypothetical_protein.pdb	35.27
LOKIASV2_2395_ESMFold_hypothetical_protein.pdb	64.3
LOKIASV2_2396_ESMFold_hypothetical_protein.pdb	91.62
LOKIASV2_2397_ESMFold_hypothetical_protein.pdb	86.64
LOKIASV2_2398_ESMFold_hypothetical_protein.pdb	66.88
LOKIASV2_2399_ESMFold_hypothetical_protein.pdb	85.13
LOKIASV2_2400_ESMFold_hypothetical_protein.pdb	70.13
LOKIASV2_2401_ESMFold_manganese_efflux_pump_MntP_family_protein.pdb	72.25
LOKIASV2_2402_ESMFold_hypothetical_protein.pdb	67.43
LOKIASV2_2403_ESMFold_hypothetical_protein.pdb	73.76
LOKIASV2_2404_ESMFold_hypothetical_protein.pdb	58.44
LOKIASV2_2405_ESMFold_hypothetical_protein.pdb	75.02
LOKIASV2_2406_ESMFold_hypothetical_protein.pdb	73.76
LOKIASV2_2407_ESMFold_hypothetical_protein.pdb	88.42
LOKIASV2_2408_ESMFold_hypothetical_protein.pdb	78.54
LOKIASV2_2409_ESMFold_electron_transfer_flavoprotein_subunit_alpha.pdb	92.19
LOKIASV2_2410_ESMFold_electron_transfer_flavoprotein_subunit_beta.pdb	94.16
LOKIASV2_2411_ESMFold_acyl-CoA_dehydrogenase.pdb	92.96
LOKIASV2_2412_ESMFold_hypothetical_protein.pdb	74.92
LOKIASV2_2413_ESMFold_acetyl-CoA_C-acetyltransferase.pdb	85.13
LOKIASV2_2414_ESMFold_hypothetical_protein.pdb	47.06
LOKIASV2_2415_ESMFold_3-oxoacyl--acyl-carrier-protein-_reductase.pdb	90.57
LOKIASV2_2416_ESMFold_3-oxoacyl--acyl-carrier-protein-_reductase.pdb	87.69
LOKIASV2_2417_ESMFold_hypothetical_protein.pdb	75.38
LOKIASV2_2418_ESMFold_hypothetical_protein.pdb	77.77
LOKIASV2_2419_ESMFold_hypothetical_protein.pdb	83.88
LOKIASV2_2420_ESMFold_hypothetical_protein.pdb	40.35
LOKIASV2_2421_AF2_hypothetical_protein.pdb	74.6
LOKIASV2_2422_ESMFold_hypothetical_protein.pdb	80.52
LOKIASV2_2423_ESMFold_hypothetical_protein.pdb	64.31
LOKIASV2_2424_ESMFold_IS200-IS605_family_transposase.pdb	74.05
LOKIASV2_2425_ESMFold_RNA-guided_endonuclease_TnpB_family_protein.pdb	90.76
LOKIASV2_2426_ESMFold_DMT_family_transporter.pdb	92.41
LOKIASV2_2427_ESMFold_MGMT_family_protein.pdb	87.26
LOKIASV2_2428_ESMFold_hypothetical_protein.pdb	87.85
LOKIASV2_2429_ESMFold_hypothetical_protein.pdb	70.35
LOKIASV2_2430_AF2_glycoside_hydrolase_family_2_protein.pdb	91.62
LOKIASV2_2431_ESMFold_hypothetical_protein.pdb	80.23
LOKIASV2_2432_ESMFold_DUF523_and_DUF1722_domain-containing_protein.pdb	91.9
LOKIASV2_2433_ESMFold_hypothetical_protein.pdb	72.68
LOKIASV2_2434_ESMFold_site-specific_DNA-methyltransferase.pdb	81.78
LOKIASV2_2435_ESMFold_hypothetical_protein.pdb	75.45
LOKIASV2_2436_ESMFold_hypothetical_protein.pdb	93.79
LOKIASV2_2437_ESMFold_deoxycytidine_triphosphate_deaminase.pdb	82.75
LOKIASV2_2438_ESMFold_hypothetical_protein.pdb	90.41
LOKIASV2_2439_ESMFold_hypothetical_protein.pdb	74.97
LOKIASV2_2440_ESMFold_hypothetical_protein.pdb	83.2
LOKIASV2_2441_ESMFold_FAD-binding_oxidoreductase.pdb	88.79
LOKIASV2_2442_ESMFold_hypothetical_protein.pdb	51.21
LOKIASV2_2443_ESMFold_hypothetical_protein.pdb	80.18
LOKIASV2_2444_ESMFold_hypothetical_protein.pdb	83.04
LOKIASV2_2445_ESMFold_carboxymuconolactone_decarboxylase_family_protein.pdb	87.1
LOKIASV2_2446_ESMFold_hypothetical_protein.pdb	92.81
LOKIASV2_2447_ESMFold_hypothetical_protein.pdb	79.6
LOKIASV2_2448_ESMFold_hypothetical_protein.pdb	85.97
LOKIASV2_2449_ESMFold_hypothetical_protein.pdb	92.71
LOKIASV2_2450_ESMFold_hypothetical_protein.pdb	76.06
LOKIASV2_2451_ESMFold_hypothetical_protein.pdb	75.47
LOKIASV2_2452_ESMFold_ABC_transporter_ATP-binding_protein.pdb	92.28
LOKIASV2_2453_ESMFold_hypothetical_protein.pdb	87.92
LOKIASV2_2454_ESMFold_hypothetical_protein.pdb	69.27
LOKIASV2_2455_ESMFold_DUF438_domain-containing_protein.pdb	82.39
LOKIASV2_2456_ESMFold_ABC_transporter_substrate-binding_protein.pdb	75.09
LOKIASV2_2457_ESMFold_bifunctional_L-alanine-L-glutamate_racemase.pdb	72.23
LOKIASV2_2458_ESMFold_hypothetical_protein.pdb	86.96
LOKIASV2_2459_ESMFold_hypothetical_protein.pdb	47.0
LOKIASV2_2460_ESMFold_hypothetical_protein.pdb	68.64
LOKIASV2_2461_ESMFold_hypothetical_protein.pdb	70.09
LOKIASV2_2462_ESMFold_hypothetical_protein.pdb	72.58
LOKIASV2_2463_ESMFold_hypothetical_protein.pdb	56.02
LOKIASV2_2464_ESMFold_hypothetical_protein.pdb	42.93
LOKIASV2_2465_ESMFold_hypothetical_protein.pdb	46.8
LOKIASV2_2466_ESMFold_hypothetical_protein.pdb	48.29
LOKIASV2_2467_ESMFold_hypothetical_protein.pdb	42.84
LOKIASV2_2468_ESMFold_hypothetical_protein.pdb	74.26
LOKIASV2_2469_ESMFold_hypothetical_protein.pdb	68.43
LOKIASV2_2470_ESMFold_hypothetical_protein.pdb	78.71
LOKIASV2_2471_ESMFold_SDR_family_NAD-P--dependent_oxidoreductase.pdb	94.35
LOKIASV2_2472_ESMFold_hypothetical_protein.pdb	81.35
LOKIASV2_2473_ESMFold_NAD-P--dependent_oxidoreductase.pdb	94.75
LOKIASV2_2474_ESMFold_nitroreductase_family_protein.pdb	90.34
LOKIASV2_2475_ESMFold_hypothetical_protein.pdb	73.56
LOKIASV2_2476_ESMFold_hypothetical_protein.pdb	34.87
LOKIASV2_2477_ESMFold_alpha-beta_hydrolase.pdb	94.47
LOKIASV2_2478_AF2_hypothetical_protein.pdb	78.55
LOKIASV2_2479_ESMFold_hypothetical_protein.pdb	46.74
LOKIASV2_2480_ESMFold_hypothetical_protein.pdb	66.23
LOKIASV2_2481_ESMFold_glycoside_hydrolase_family_2_protein.pdb	83.14
LOKIASV2_2482_ESMFold_hypothetical_protein.pdb	71.87
LOKIASV2_2483_ESMFold_RNA-guided_endonuclease_TnpB_family_protein.pdb	90.72
LOKIASV2_2484_ESMFold_hypothetical_protein.pdb	70.28
LOKIASV2_2485_ESMFold_ArsB-NhaD_family_transporter.pdb	92.9
LOKIASV2_2486_ESMFold_UPF0147_family_protein.pdb	81.56
LOKIASV2_2487_ESMFold_hypothetical_protein.pdb	58.9
LOKIASV2_2488_ESMFold_methionine--tRNA_ligase.pdb	91.82
LOKIASV2_2489_ESMFold_hypothetical_protein.pdb	62.05
LOKIASV2_2490_ESMFold_serine_hydrolase.pdb	84.94
LOKIASV2_2491_ESMFold_hypothetical_protein.pdb	73.83
LOKIASV2_2492_AF2_penicillin_acylase_family_protein.pdb	92.18
LOKIASV2_2493_ESMFold_hypothetical_protein.pdb	74.87
LOKIASV2_2494_ESMFold_hypothetical_protein.pdb	90.65
LOKIASV2_2495_ESMFold_hypothetical_protein.pdb	89.99
LOKIASV2_2496_ESMFold_sn-glycerol-3-phosphate_ABC_transporter_ATP-binding_protein_UgpC.pdb	89.28
LOKIASV2_2497_ESMFold_iron_ABC_transporter_permease.pdb	90.49
LOKIASV2_2498_ESMFold_hypothetical_protein.pdb	84.23
LOKIASV2_2499_ESMFold_hypothetical_protein.pdb	77.56
LOKIASV2_2500_ESMFold_hypothetical_protein.pdb	85.2
LOKIASV2_2501_ESMFold_ABC_transporter_ATP-binding_protein.pdb	93.53
LOKIASV2_2502_ESMFold_ABC_transporter_ATP-binding_protein.pdb	90.55
LOKIASV2_2503_ESMFold_hypothetical_protein.pdb	36.04
LOKIASV2_2504_ESMFold_hypothetical_protein.pdb	36.53
LOKIASV2_2505_ESMFold_prenyltransferase.pdb	90.3
LOKIASV2_2506_ESMFold_long-chain-fatty-acid--CoA_ligase.pdb	89.16
LOKIASV2_2507_AF2_hypothetical_protein.pdb	78.38
LOKIASV2_2508_ESMFold_N-A.pdb	74.24
LOKIASV2_2509_ESMFold_hypothetical_protein.pdb	80.9
LOKIASV2_2510_ESMFold_hypothetical_protein.pdb	85.13
LOKIASV2_2511_ESMFold_hypothetical_protein.pdb	71.69
LOKIASV2_2512_ESMFold_isocitrate-isopropylmalate_family_dehydrogenase.pdb	85.31
LOKIASV2_2513_ESMFold_NADP-dependent_isocitrate_dehydrogenase.pdb	84.97
LOKIASV2_2514_ESMFold_citrate-2-methylcitrate_synthase.pdb	81.24
LOKIASV2_2515_ESMFold_ATP_citrate_lyase_citrate-binding_domain-containing_protein.pdb	92.5
LOKIASV2_2516_ESMFold_aconitate_hydratase.pdb	86.15
LOKIASV2_2517_ESMFold_hypothetical_protein.pdb	92.31
LOKIASV2_2518_ESMFold_hypothetical_protein.pdb	87.57
LOKIASV2_2519_ESMFold_hypothetical_protein.pdb	88.75
LOKIASV2_2520_ESMFold_hypothetical_protein.pdb	83.3
LOKIASV2_2521_ESMFold_hypothetical_protein.pdb	78.92
LOKIASV2_2522_ESMFold_hypothetical_protein.pdb	42.02
LOKIASV2_2523_ESMFold_acetate--CoA_ligase_family_protein.pdb	88.22
LOKIASV2_2524_ESMFold_PAS_domain_S-box_protein.pdb	83.61
LOKIASV2_2525_ESMFold_NAD-dependent_epimerase-dehydratase_family_protein.pdb	93.06
LOKIASV2_2526_ESMFold_hypothetical_protein.pdb	73.77
LOKIASV2_2527_ESMFold_hypothetical_protein.pdb	82.04
LOKIASV2_2528_ESMFold_hypothetical_protein.pdb	85.14
LOKIASV2_2529_ESMFold_AMP-dependent_synthetase-ligase.pdb	93.79
LOKIASV2_2530_ESMFold_hypothetical_protein.pdb	86.81
LOKIASV2_2531_ESMFold_hypothetical_protein.pdb	83.64
LOKIASV2_2532_ESMFold_hypothetical_protein.pdb	56.71
LOKIASV2_2533_ESMFold_hypothetical_protein.pdb	58.11
LOKIASV2_2534_ESMFold_50S_ribosomal_protein_L16.pdb	68.23
LOKIASV2_2535_ESMFold_hypothetical_protein.pdb	89.89
LOKIASV2_2536_ESMFold_hypothetical_protein.pdb	71.35
LOKIASV2_2537_ESMFold_hypothetical_protein.pdb	88.31
LOKIASV2_2538_ESMFold_peptidase_U32_family_protein.pdb	92.6
LOKIASV2_2539_ESMFold_hypothetical_protein.pdb	87.42
LOKIASV2_2540_ESMFold_hypothetical_protein.pdb	80.52
LOKIASV2_2541_ESMFold_heliorhodopsin_HeR.pdb	83.2
LOKIASV2_2542_ESMFold_hypothetical_protein.pdb	63.76
LOKIASV2_2543_ESMFold_hypothetical_protein.pdb	75.09
LOKIASV2_2544_ESMFold_hypothetical_protein.pdb	31.54
LOKIASV2_2545_ESMFold_hypothetical_protein.pdb	82.25
LOKIASV2_2546_ESMFold_hypothetical_protein.pdb	81.0
LOKIASV2_2547_ESMFold_30S_ribosomal_protein_S15.pdb	76.15
LOKIASV2_2548_ESMFold_hypothetical_protein.pdb	50.32
LOKIASV2_2549_ESMFold_hypothetical_protein.pdb	83.27
LOKIASV2_2550_ESMFold_hypothetical_protein.pdb	48.47
LOKIASV2_2551_ESMFold_hypothetical_protein.pdb	74.52
LOKIASV2_2552_ESMFold_SAM-dependent_methyltransferase.pdb	74.81
LOKIASV2_2553_ESMFold_hypothetical_protein.pdb	79.37
LOKIASV2_2554_ESMFold_hypothetical_protein.pdb	74.79
LOKIASV2_2555_ESMFold_hypothetical_protein.pdb	79.8
LOKIASV2_2556_ESMFold_glycerol_kinase_5.pdb	94.89
LOKIASV2_2557_ESMFold_hypothetical_protein.pdb	65.42
LOKIASV2_2558_ESMFold_XTP-dITP_diphosphatase.pdb	84.86
LOKIASV2_2559_ESMFold_hypothetical_protein.pdb	86.8
LOKIASV2_2560_ESMFold_dipeptidase.pdb	94.21
LOKIASV2_2561_ESMFold_hypothetical_protein.pdb	76.99
LOKIASV2_2562_ESMFold_flavodoxin_family_protein.pdb	87.39
LOKIASV2_2563_AF2_hypothetical_protein.pdb	86.2
LOKIASV2_2564_ESMFold_hypothetical_protein.pdb	47.23
LOKIASV2_2565_ESMFold_hypothetical_protein.pdb	78.23
LOKIASV2_2566_ESMFold_carbon-nitrogen_hydrolase.pdb	80.49
LOKIASV2_2567_ESMFold_agmatine_deiminase_family_protein.pdb	94.15
LOKIASV2_2568_ESMFold_hypothetical_protein.pdb	72.02
LOKIASV2_2569_ESMFold_hypothetical_protein.pdb	43.07
LOKIASV2_2570_ESMFold_hypothetical_protein.pdb	87.54
LOKIASV2_2571_ESMFold_hypothetical_protein.pdb	61.53
LOKIASV2_2572_ESMFold_ASKHA_domain-containing_protein.pdb	87.85
LOKIASV2_2573_ESMFold_hypothetical_protein.pdb	78.16
LOKIASV2_2574_ESMFold_hypothetical_protein.pdb	86.19
LOKIASV2_2575_ESMFold_MFS_transporter.pdb	87.76
LOKIASV2_2576_ESMFold_hypothetical_protein.pdb	82.23
LOKIASV2_2577_ESMFold_hypothetical_protein.pdb	81.96
LOKIASV2_2578_ESMFold_hypothetical_protein.pdb	84.89
LOKIASV2_2579_ESMFold_Coenzyme_F42_ESMFold_hydrogenase-dehydrogenase-_beta_subunit_C-terminal_domain.pdb	83.69
LOKIASV2_2580_ESMFold_hypothetical_protein.pdb	46.61
LOKIASV2_2581_ESMFold_4Fe-4S_binding_protein.pdb	91.26
LOKIASV2_2582_ESMFold_hypothetical_protein.pdb	78.54
LOKIASV2_2583_ESMFold_hypothetical_protein.pdb	88.0
LOKIASV2_2584_ESMFold_hypothetical_protein.pdb	74.92
LOKIASV2_2585_ESMFold_hypothetical_protein.pdb	85.45
LOKIASV2_2586_ESMFold_hypothetical_protein.pdb	89.97
LOKIASV2_2587_ESMFold_hypothetical_protein.pdb	78.7
LOKIASV2_2588_ESMFold_hypothetical_protein.pdb	90.96
LOKIASV2_2589_ESMFold_hypothetical_protein.pdb	81.67
LOKIASV2_2590_ESMFold_hypothetical_protein.pdb	83.23
LOKIASV2_2591_ESMFold_hypothetical_protein.pdb	73.99
LOKIASV2_2592_ESMFold_hypothetical_protein.pdb	65.2
LOKIASV2_2593_ESMFold_hypothetical_protein.pdb	84.23
LOKIASV2_2594_ESMFold_hypothetical_protein.pdb	46.25
LOKIASV2_2595_ESMFold_HD_domain-containing_protein.pdb	88.98
LOKIASV2_2596_ESMFold_hypothetical_protein.pdb	92.41
LOKIASV2_2597_ESMFold_hypothetical_protein.pdb	37.73
LOKIASV2_2598_ESMFold_hypothetical_protein.pdb	88.6
LOKIASV2_2599_ESMFold_hypothetical_protein.pdb	83.25
LOKIASV2_2600_ESMFold_adenosylmethionine_decarboxylase.pdb	88.01
LOKIASV2_2601_ESMFold_hypothetical_protein.pdb	73.2
LOKIASV2_2602_ESMFold_hypothetical_protein.pdb	89.28
LOKIASV2_2603_ESMFold_hypothetical_protein.pdb	46.56
LOKIASV2_2604_ESMFold_N-A.pdb	80.79
LOKIASV2_2605_ESMFold_hypothetical_protein.pdb	43.44
LOKIASV2_2606_ESMFold_hypothetical_protein.pdb	85.92
LOKIASV2_2607_ESMFold_alpha-beta_hydrolase.pdb	94.0
LOKIASV2_2608_ESMFold_hypothetical_protein.pdb	88.87
LOKIASV2_2609_ESMFold_hypothetical_protein.pdb	76.95
LOKIASV2_2610_ESMFold_ABC_transporter_permease.pdb	90.11
LOKIASV2_2611_ESMFold_ABC_transporter_ATP-binding_protein.pdb	92.46
LOKIASV2_2612_ESMFold_Lrp-AsnC_family_transcriptional_regulator.pdb	84.57
LOKIASV2_2613_ESMFold_hypothetical_protein.pdb	74.46
LOKIASV2_2614_ESMFold_hypothetical_protein.pdb	79.07
LOKIASV2_2615_ESMFold_transporter_substrate-binding_domain-containing_protein.pdb	89.11
LOKIASV2_2616_ESMFold_hypothetical_protein.pdb	71.65
LOKIASV2_2617_ESMFold_hypothetical_protein.pdb	65.89
LOKIASV2_2618_ESMFold_hypothetical_protein.pdb	27.66
LOKIASV2_2619_ESMFold_hypothetical_protein.pdb	57.96
LOKIASV2_2620_ESMFold_hypothetical_protein.pdb	85.9
LOKIASV2_2621_ESMFold_hypothetical_protein.pdb	86.81
LOKIASV2_2622_ESMFold_hypothetical_protein.pdb	82.42
LOKIASV2_2623_ESMFold_hypothetical_protein.pdb	43.04
LOKIASV2_2624_ESMFold_hypothetical_protein.pdb	85.17
LOKIASV2_2625_ESMFold_L-threonine_3-dehydrogenase.pdb	88.09
LOKIASV2_2626_ESMFold_glycine_C-acetyltransferase.pdb	77.76
LOKIASV2_2627_ESMFold_hypothetical_protein.pdb	85.34
LOKIASV2_2628_ESMFold_DNA-RNA_nuclease_SfsA.pdb	85.8
LOKIASV2_2629_ESMFold_hypothetical_protein.pdb	59.92
LOKIASV2_2630_ESMFold_hypothetical_protein.pdb	62.44
LOKIASV2_2631_ESMFold_bis-aminopropyl_spermidine_synthase_family_protein.pdb	84.99
LOKIASV2_2632_ESMFold_hypothetical_protein.pdb	68.12
LOKIASV2_2633_ESMFold_hypothetical_protein.pdb	86.72
LOKIASV2_2634_ESMFold_hypothetical_protein.pdb	83.84
LOKIASV2_2635_ESMFold_hypothetical_protein.pdb	86.57
LOKIASV2_2636_ESMFold_hypothetical_protein.pdb	83.45
LOKIASV2_2637_ESMFold_MEDS_domain-containing_protein.pdb	91.76
LOKIASV2_2638_ESMFold_hypothetical_protein.pdb	65.7
LOKIASV2_2639_ESMFold_hypothetical_protein.pdb	73.11
LOKIASV2_2640_ESMFold_hypothetical_protein.pdb	75.15
LOKIASV2_2641_ESMFold_NADPH_dehydrogenase_NamA.pdb	94.42
LOKIASV2_2642_ESMFold_hypothetical_protein.pdb	90.02
LOKIASV2_2643_ESMFold_hypothetical_protein.pdb	86.8
LOKIASV2_2644_ESMFold_hypothetical_protein.pdb	82.59
LOKIASV2_2645_ESMFold_hypothetical_protein.pdb	51.38
LOKIASV2_2646_ESMFold_hypothetical_protein.pdb	70.41
LOKIASV2_2647_ESMFold_hypothetical_protein.pdb	75.09
LOKIASV2_2648_ESMFold_hypothetical_protein.pdb	78.72
LOKIASV2_2649_ESMFold_hypothetical_protein.pdb	89.17
LOKIASV2_2650_AF2_hypothetical_protein.pdb	80.23
LOKIASV2_2651_ESMFold_hypothetical_protein.pdb	29.74
LOKIASV2_2652_ESMFold_hypothetical_protein.pdb	66.98
LOKIASV2_2653_ESMFold_transglutaminase_family_protein.pdb	89.61
LOKIASV2_2654_ESMFold_30S_ribosomal_protein_S10.pdb	75.04
LOKIASV2_2655_ESMFold_hypothetical_protein.pdb	74.0
LOKIASV2_2656_ESMFold_hypothetical_protein.pdb	75.27
LOKIASV2_2657_ESMFold_hypothetical_protein.pdb	45.29
LOKIASV2_2658_ESMFold_hypothetical_protein.pdb	80.14
LOKIASV2_2659_ESMFold_propionate--CoA_ligase.pdb	86.56
LOKIASV2_2660_ESMFold_hypothetical_protein.pdb	87.37
LOKIASV2_2661_ESMFold_hypothetical_protein.pdb	71.58
LOKIASV2_2662_ESMFold_hypothetical_protein.pdb	82.02
LOKIASV2_2663_ESMFold_hypothetical_protein.pdb	34.78
LOKIASV2_2664_ESMFold_hypothetical_protein.pdb	48.85
LOKIASV2_2665_ESMFold_hypothetical_protein.pdb	72.24
LOKIASV2_2666_ESMFold_hypothetical_protein.pdb	77.16
LOKIASV2_2667_ESMFold_hypothetical_protein.pdb	86.36
LOKIASV2_2668_ESMFold_hypothetical_protein.pdb	85.89
LOKIASV2_2669_ESMFold_3-oxoacyl-ACP_reductase_FabG.pdb	94.64
LOKIASV2_2670_ESMFold_thiolase_domain-containing_protein.pdb	92.7
LOKIASV2_2671_ESMFold_hypothetical_protein.pdb	78.01
LOKIASV2_2672_ESMFold_nitroreductase_family_protein.pdb	87.13
LOKIASV2_2673_ESMFold_MFS_transporter.pdb	90.52
LOKIASV2_2674_ESMFold_hypothetical_protein.pdb	76.09
LOKIASV2_2675_ESMFold_class_I_SAM-dependent_methyltransferase.pdb	91.16
LOKIASV2_2676_ESMFold_DUF1846_domain-containing_protein.pdb	67.6
LOKIASV2_2677_ESMFold_hypothetical_protein.pdb	78.51
LOKIASV2_2678_ESMFold_hypothetical_protein.pdb	78.74
LOKIASV2_2679_ESMFold_hypothetical_protein.pdb	76.71
LOKIASV2_2680_ESMFold_hypothetical_protein.pdb	75.07
LOKIASV2_2681_ESMFold_deoxyhypusine_synthase.pdb	90.44
